site_id,timestamp,biomass_density_g_L,biomass_produced_kg,water_temp_C,pH,dissolved_O2_mg_L,dissolved_CO2_mg_L,turbidity_NTU,light_PAR,harvested_g_L
site-a,2026-09-10T15:00:00Z,0.7042,205.0966,36.59,9.9,11.18,12.56,43.3,1446.9,0.0
site-a,2026-09-10T16:00:00Z,0.7086,199.9505,36.55,9.87,11.08,13.05,41.0,1053.5,0.0
site-a,2026-09-10T17:00:00Z,0.7122,160.8312,35.67,9.82,10.41,14.09,43.9,592.5,0.0
site-a,2026-09-10T18:00:00Z,0.7136,64.4383,35.09,9.5,8.19,19.83,46.0,93.4,0.0
site-a,2026-09-10T19:00:00Z,0.7136,0.0,34.04,9.37,6.41,21.91,43.2,0.0,0.0
site-a,2026-09-10T20:00:00Z,0.7136,0.0,32.37,9.35,6.9,21.44,44.4,0.0,0.0
site-a,2026-09-10T21:00:00Z,0.7136,0.0,31.19,9.34,6.58,22.26,43.4,0.0,0.0
site-a,2026-09-10T22:00:00Z,0.7136,0.0,29.95,9.35,6.63,22.07,44.3,0.0,0.0
site-a,2026-09-10T23:00:00Z,0.7136,0.0,28.3,9.37,6.88,21.84,45.3,0.0,0.0
site-a,2026-09-11T00:00:00Z,0.7136,0.0,27.15,9.34,6.93,22.5,47.3,0.0,0.0
site-a,2026-09-11T01:00:00Z,0.7136,0.0,26.35,9.39,6.64,22.04,44.0,0.0,0.0
site-a,2026-09-11T02:00:00Z,0.7136,0.0,25.83,9.33,6.83,21.39,44.1,0.0,0.0
site-a,2026-09-11T03:00:00Z,0.7136,0.0,26.02,9.37,6.63,22.15,45.9,0.0,0.0
site-a,2026-09-11T04:00:00Z,0.7136,0.0,25.99,9.35,6.66,21.62,44.5,0.0,0.0
site-a,2026-09-11T05:00:00Z,0.7136,0.0,26.34,9.34,6.8,22.01,42.5,0.0,0.0
site-a,2026-09-11T06:00:00Z,0.7146,46.2824,27.14,9.52,8.16,19.4,44.5,84.8,0.0
site-a,2026-09-11T07:00:00Z,0.7178,142.4173,28.04,9.81,10.79,13.31,45.2,585.6,0.0
site-a,2026-09-11T08:00:00Z,0.7214,165.9794,29.6,9.9,10.46,13.0,42.4,1048.6,0.0
site-a,2026-09-11T09:00:00Z,0.7257,192.5218,30.86,9.97,11.22,13.69,43.8,1443.9,0.0
site-a,2026-09-11T10:00:00Z,0.7295,172.5368,32.22,9.87,11.2,13.42,45.1,1746.0,0.0
site-a,2026-09-11T11:00:00Z,0.7336,187.1544,33.41,9.84,10.58,14.24,44.7,1935.5,0.0
site-a,2026-09-11T12:00:00Z,0.7378,186.989,35.07,9.84,10.45,14.03,46.1,2000.0,0.0
site-a,2026-09-11T13:00:00Z,0.7415,168.1563,35.76,9.82,10.82,15.34,45.9,1935.5,0.0
site-a,2026-09-11T14:00:00Z,0.7455,179.5875,36.33,9.89,11.17,13.46,46.9,1746.0,0.0
site-a,2026-09-11T15:00:00Z,0.7502,213.425,36.36,9.91,11.03,12.94,46.5,1443.9,0.0
site-a,2026-09-11T16:00:00Z,0.7542,182.6019,36.08,9.94,11.01,12.95,46.1,1048.6,0.0
site-a,2026-09-11T17:00:00Z,0.758,172.5616,35.88,9.83,10.35,14.99,46.0,585.6,0.0
site-a,2026-09-11T18:00:00Z,0.7593,59.164,34.55,9.53,7.93,19.34,46.2,84.8,0.0
site-a,2026-09-11T19:00:00Z,0.7593,0.0,33.62,9.35,6.87,21.98,45.1,0.0,0.0
site-a,2026-09-11T20:00:00Z,0.7593,0.0,32.46,9.31,6.72,21.6,46.5,0.0,0.0
site-a,2026-09-11T21:00:00Z,0.7593,0.0,31.12,9.36,6.97,22.31,44.9,0.0,0.0
site-a,2026-09-11T22:00:00Z,0.7593,0.0,29.13,9.33,6.91,22.36,45.1,0.0,0.0
site-a,2026-09-11T23:00:00Z,0.7593,0.0,28.81,9.38,7.09,22.56,45.6,0.0,0.0
site-b,2026-08-01T00:00:00Z,0.336,0.0,16.2,7.15,6.98,21.86,36.6,0.0,0.0
site-b,2026-08-01T01:00:00Z,0.3361,0.0,15.64,7.18,6.82,21.85,37.0,0.0,0.0
site-b,2026-08-01T02:00:00Z,0.3362,0.0,14.88,7.12,6.88,21.72,37.2,0.0,0.0
site-b,2026-08-01T03:00:00Z,0.3363,0.0,14.04,7.1,6.72,21.58,36.1,0.0,0.0
site-b,2026-08-01T04:00:00Z,0.3365,0.0,14.58,7.15,6.84,22.61,38.4,0.0,0.0
site-b,2026-08-01T05:00:00Z,0.3366,0.0,15.53,7.13,7.11,20.59,37.0,0.0,0.0
site-b,2026-08-01T06:00:00Z,0.3373,14.9554,16.17,7.44,9.15,16.22,37.5,215.9,0.0
site-b,2026-08-01T07:00:00Z,0.3385,23.7958,17.08,7.63,10.55,14.85,37.7,689.4,0.0
site-b,2026-08-01T08:00:00Z,0.34,30.394,18.65,7.67,11.01,13.33,36.5,1122.2,0.0
site-b,2026-08-01T09:00:00Z,0.3416,34.0725,19.78,7.72,11.36,12.51,37.9,1488.6,0.0
site-b,2026-08-01T10:00:00Z,0.3432,33.2087,21.27,7.66,11.16,13.49,36.1,1767.0,0.0
site-b,2026-08-01T11:00:00Z,0.3448,33.3393,22.8,7.67,10.75,13.21,39.6,1940.9,0.0
site-b,2026-08-01T12:00:00Z,0.3462,29.7212,23.46,7.66,10.49,13.97,37.3,2000.0,0.0
site-b,2026-08-01T13:00:00Z,0.3478,33.2659,24.47,7.63,10.58,13.4,39.6,1940.9,0.0
site-b,2026-08-01T14:00:00Z,0.3495,34.764,25.08,7.69,11.34,13.59,38.1,1767.0,0.0
site-b,2026-08-01T15:00:00Z,0.3513,37.2632,25.88,7.67,11.18,12.34,38.2,1488.6,0.0
site-b,2026-08-01T16:00:00Z,0.3529,34.303,25.53,7.65,11.2,13.44,36.6,1122.2,0.0
site-b,2026-08-01T17:00:00Z,0.3545,33.8068,24.81,7.6,10.67,13.33,38.5,689.4,0.0
site-b,2026-08-01T18:00:00Z,0.3555,19.5354,23.95,7.39,8.97,16.64,39.4,215.9,0.0
site-b,2026-08-01T19:00:00Z,0.3556,0.0,22.5,7.16,6.78,22.63,39.2,0.0,0.0
site-b,2026-08-01T20:00:00Z,0.3558,0.0,21.65,7.1,6.86,21.15,37.4,0.0,0.0
site-b,2026-08-01T21:00:00Z,0.3559,0.0,20.07,7.1,6.87,22.87,38.0,0.0,0.0
site-b,2026-08-01T22:00:00Z,0.356,0.0,18.67,7.08,6.76,21.95,39.4,0.0,0.0
site-b,2026-08-01T23:00:00Z,0.3561,0.0,17.7,7.1,6.7,22.06,37.5,0.0,0.0
site-b,2026-08-02T00:00:00Z,0.3562,0.0,16.28,7.14,6.74,22.87,36.7,0.0,0.0
site-b,2026-08-02T01:00:00Z,0.3563,0.0,14.86,7.18,6.62,21.31,38.8,0.0,0.0
site-b,2026-08-02T02:00:00Z,0.3565,0.0,15.15,7.14,6.64,22.69,39.7,0.0,0.0
site-b,2026-08-02T03:00:00Z,0.3566,0.0,14.89,7.15,7.02,23.45,35.6,0.0,0.0
site-b,2026-08-02T04:00:00Z,0.3567,0.0,14.67,7.16,6.76,22.46,39.9,0.0,0.0
site-b,2026-08-02T05:00:00Z,0.3568,0.0,15.06,7.12,6.87,22.57,37.4,0.0,0.0
site-b,2026-08-02T06:00:00Z,0.3576,15.5994,16.08,7.41,9.37,16.93,36.6,212.7,0.0
site-b,2026-08-02T07:00:00Z,0.359,28.9311,17.43,7.66,10.23,13.63,39.2,686.9,0.0
site-b,2026-08-02T08:00:00Z,0.3606,32.8915,18.71,7.66,11.22,12.83,39.3,1120.4,0.0
site-b,2026-08-02T09:00:00Z,0.3624,36.9125,19.89,7.68,10.99,12.49,38.1,1487.5,0.0
site-b,2026-08-02T10:00:00Z,0.364,34.469,21.53,7.73,11.2,12.97,37.5,1766.5,0.0
site-b,2026-08-02T11:00:00Z,0.3657,33.8365,22.39,7.65,10.64,13.69,38.9,1940.7,0.0
site-b,2026-08-02T12:00:00Z,0.3673,33.7784,23.6,7.57,10.82,14.21,37.4,2000.0,0.0
site-b,2026-08-02T13:00:00Z,0.3689,34.1534,24.82,7.6,10.75,13.37,42.0,1940.7,0.0
site-b,2026-08-02T14:00:00Z,0.3708,38.4476,25.47,7.67,11.16,13.46,37.8,1766.5,0.0
site-b,2026-08-02T15:00:00Z,0.3725,36.8396,25.73,7.68,10.97,12.23,38.7,1487.5,0.0
site-b,2026-08-02T16:00:00Z,0.3741,33.6545,25.49,7.67,10.99,12.91,39.7,1120.4,0.0
site-b,2026-08-02T17:00:00Z,0.3758,34.0144,25.07,7.61,10.95,14.2,39.0,686.9,0.0
site-b,2026-08-02T18:00:00Z,0.3768,19.5785,24.07,7.47,9.21,17.33,39.0,212.7,0.0
site-b,2026-08-02T19:00:00Z,0.3769,0.0,22.94,7.21,7.07,21.71,39.2,0.0,0.0
site-b,2026-08-02T20:00:00Z,0.377,0.0,21.49,7.11,6.56,22.03,39.5,0.0,0.0
site-b,2026-08-02T21:00:00Z,0.3771,0.0,20.41,7.17,6.91,21.45,37.8,0.0,0.0
site-b,2026-08-02T22:00:00Z,0.3773,0.0,18.73,7.17,6.97,21.5,37.8,0.0,0.0
site-b,2026-08-02T23:00:00Z,0.3774,0.0,17.4,7.19,6.87,21.38,39.0,0.0,0.0
site-b,2026-08-03T00:00:00Z,0.3775,0.0,15.98,7.22,6.87,22.31,40.4,0.0,0.0
site-b,2026-08-03T01:00:00Z,0.3776,0.0,15.23,7.17,6.92,22.03,38.8,0.0,0.0
site-b,2026-08-03T02:00:00Z,0.3778,0.0,14.86,7.16,6.91,21.87,40.5,0.0,0.0
site-b,2026-08-03T03:00:00Z,0.3779,0.0,14.9,7.16,7.03,21.8,39.1,0.0,0.0
site-b,2026-08-03T04:00:00Z,0.378,0.0,14.74,7.11,7.1,21.54,40.2,0.0,0.0
site-b,2026-08-03T05:00:00Z,0.3781,0.0,15.05,7.21,6.59,21.56,36.9,0.0,0.0
site-b,2026-08-03T06:00:00Z,0.379,15.8739,16.12,7.42,9.11,16.95,39.7,209.5,0.0
site-b,2026-08-03T07:00:00Z,0.3803,26.2143,16.98,7.66,10.48,15.22,40.3,684.4,0.0
site-b,2026-08-03T08:00:00Z,0.3818,30.4814,18.09,7.63,11.26,12.78,39.0,1118.6,0.0
site-b,2026-08-03T09:00:00Z,0.3835,35.4466,20.12,7.67,11.12,12.87,38.5,1486.4,0.0
site-b,2026-08-03T10:00:00Z,0.3851,33.6439,21.88,7.65,11.16,12.6,39.5,1766.0,0.0
site-b,2026-08-03T11:00:00Z,0.3867,33.409,22.96,7.6,10.73,14.43,37.2,1940.6,0.0
site-b,2026-08-03T12:00:00Z,0.3883,33.6107,23.49,7.66,10.52,13.63,38.1,2000.0,0.0
site-b,2026-08-03T13:00:00Z,0.39,36.1747,24.81,7.64,10.89,13.18,39.4,1940.6,0.0
site-b,2026-08-03T14:00:00Z,0.3919,38.2489,24.8,7.71,11.08,13.11,40.6,1766.0,0.0
site-b,2026-08-03T15:00:00Z,0.3938,41.0729,25.41,7.69,11.26,12.37,39.7,1486.4,0.0
site-b,2026-08-03T16:00:00Z,0.3955,33.964,25.06,7.7,11.38,13.2,39.8,1118.6,0.0
site-b,2026-08-03T17:00:00Z,0.3973,37.2586,24.78,7.55,10.53,14.21,39.0,684.4,0.0
site-b,2026-08-03T18:00:00Z,0.3983,21.1192,23.53,7.46,9.19,16.85,42.3,209.5,0.0
site-b,2026-08-03T19:00:00Z,0.3985,0.0,22.72,7.16,7.05,21.68,41.8,0.0,0.0
site-b,2026-08-03T20:00:00Z,0.3986,0.0,22.11,7.12,7.59,21.64,40.9,0.0,0.0
site-b,2026-08-03T21:00:00Z,0.3987,0.0,19.91,7.11,6.67,22.13,41.0,0.0,0.0
site-b,2026-08-03T22:00:00Z,0.3989,0.0,18.43,7.14,6.69,22.14,38.1,0.0,0.0
site-b,2026-08-03T23:00:00Z,0.399,0.0,17.26,7.16,6.75,22.0,42.3,0.0,0.0
site-b,2026-08-04T00:00:00Z,0.3991,0.0,16.17,7.16,6.68,22.6,40.0,0.0,0.0
site-b,2026-08-04T01:00:00Z,0.3992,0.0,15.4,7.11,6.58,22.1,40.9,0.0,0.0
site-b,2026-08-04T02:00:00Z,0.3994,0.0,14.35,7.14,6.81,21.07,38.4,0.0,0.0
site-b,2026-08-04T03:00:00Z,0.3995,0.0,14.69,7.12,6.84,22.23,41.6,0.0,0.0
site-b,2026-08-04T04:00:00Z,0.3996,0.0,14.35,7.16,6.66,20.88,39.8,0.0,0.0
site-b,2026-08-04T05:00:00Z,0.3998,0.0,14.84,7.16,6.72,21.74,41.9,0.0,0.0
site-b,2026-08-04T06:00:00Z,0.4006,16.6686,15.84,7.45,9.21,17.33,40.1,206.2,0.0
site-b,2026-08-04T07:00:00Z,0.4021,30.2107,17.17,7.63,10.43,13.59,39.9,681.8,0.0
site-b,2026-08-04T08:00:00Z,0.4038,33.8265,18.47,7.68,10.74,13.49,38.7,1116.8,0.0
site-b,2026-08-04T09:00:00Z,0.4056,38.9783,19.74,7.77,11.07,12.94,41.7,1485.3,0.0
site-b,2026-08-04T10:00:00Z,0.4074,37.3705,21.54,7.69,11.13,12.88,41.9,1765.4,0.0
site-b,2026-08-04T11:00:00Z,0.409,32.2659,22.56,7.66,10.59,13.43,40.1,1940.5,0.0
site-b,2026-08-04T12:00:00Z,0.4107,34.9246,23.81,7.65,10.67,13.22,39.7,2000.0,0.0
site-b,2026-08-04T13:00:00Z,0.4124,36.7152,24.4,7.69,10.83,13.87,37.5,1940.5,0.0
site-b,2026-08-04T14:00:00Z,0.4142,35.9256,24.79,7.7,10.73,13.4,40.9,1765.4,0.0
site-b,2026-08-04T15:00:00Z,0.4162,42.6565,25.94,7.75,11.44,12.61,41.7,1485.3,0.0
site-b,2026-08-04T16:00:00Z,0.4179,35.0038,24.82,7.67,10.76,12.62,41.7,1116.8,0.0
site-b,2026-08-04T17:00:00Z,0.4197,37.8185,24.75,7.59,10.71,13.21,39.9,681.8,0.0
site-b,2026-08-04T18:00:00Z,0.4208,20.8982,23.85,7.45,8.98,17.04,43.3,206.2,0.0
site-b,2026-08-04T19:00:00Z,0.4209,0.0,22.53,7.1,6.68,20.56,39.3,0.0,0.0
site-b,2026-08-04T20:00:00Z,0.421,0.0,20.94,7.12,6.8,22.16,39.6,0.0,0.0
site-b,2026-08-04T21:00:00Z,0.4212,0.0,19.78,7.12,6.32,21.86,38.3,0.0,0.0
site-b,2026-08-04T22:00:00Z,0.4213,0.0,18.42,7.2,6.66,22.95,39.1,0.0,0.0
site-b,2026-08-04T23:00:00Z,0.4215,0.0,17.0,7.14,6.85,22.27,40.1,0.0,0.0
site-b,2026-08-05T00:00:00Z,0.4216,0.0,16.25,7.18,6.64,21.59,43.4,0.0,0.0
site-b,2026-08-05T01:00:00Z,0.4217,0.0,15.15,7.23,6.83,22.24,40.0,0.0,0.0
site-b,2026-08-05T02:00:00Z,0.4219,0.0,14.78,7.14,6.85,21.54,41.8,0.0,0.0
site-b,2026-08-05T03:00:00Z,0.422,0.0,14.52,7.15,6.73,21.53,40.9,0.0,0.0
site-b,2026-08-05T04:00:00Z,0.4222,0.0,14.53,7.13,6.64,22.77,42.3,0.0,0.0
site-b,2026-08-05T05:00:00Z,0.4223,0.0,15.52,7.17,7.12,22.17,39.3,0.0,0.0
site-b,2026-08-05T06:00:00Z,0.4232,16.8061,16.49,7.49,9.24,17.05,40.3,202.9,0.0
site-b,2026-08-05T07:00:00Z,0.4245,27.3287,17.25,7.61,10.58,15.03,39.7,679.2,0.0
site-b,2026-08-05T08:00:00Z,0.4263,36.3326,18.68,7.62,11.27,12.88,42.5,1115.0,0.0
site-b,2026-08-05T09:00:00Z,0.4282,39.9403,19.9,7.68,11.06,12.56,41.9,1484.2,0.0
site-b,2026-08-05T10:00:00Z,0.43,37.6845,21.5,7.64,10.97,13.89,39.8,1764.9,0.0
site-b,2026-08-05T11:00:00Z,0.4318,36.7172,22.75,7.63,10.42,13.37,41.1,1940.3,0.0
site-b,2026-08-05T12:00:00Z,0.4335,36.1021,24.0,7.67,11.15,14.48,40.0,2000.0,0.0
site-b,2026-08-05T13:00:00Z,0.4353,36.2473,24.55,7.62,10.64,13.6,40.3,1940.3,0.0
site-b,2026-08-05T14:00:00Z,0.4371,37.0971,25.37,7.69,11.01,12.72,42.7,1764.9,0.0
site-b,2026-08-05T15:00:00Z,0.439,39.2825,25.21,7.67,10.95,13.06,44.9,1484.2,0.0
site-b,2026-08-05T16:00:00Z,0.4409,40.1764,25.3,7.72,10.71,13.46,43.1,1115.0,0.0
site-b,2026-08-05T17:00:00Z,0.4426,35.9228,24.94,7.62,10.25,13.57,41.5,679.2,0.0
site-b,2026-08-05T18:00:00Z,0.4437,21.6169,24.06,7.46,9.2,16.49,44.1,202.9,0.0
site-b,2026-08-05T19:00:00Z,0.4439,0.0,22.34,7.13,6.42,22.25,41.9,0.0,0.0
site-b,2026-08-05T20:00:00Z,0.444,0.0,21.11,7.14,6.91,22.56,44.4,0.0,0.0
site-b,2026-08-05T21:00:00Z,0.4442,0.0,19.91,7.13,7.05,22.24,44.9,0.0,0.0
site-b,2026-08-05T22:00:00Z,0.4443,0.0,18.91,7.13,6.97,21.79,41.5,0.0,0.0
site-b,2026-08-05T23:00:00Z,0.4444,0.0,17.36,7.12,7.12,22.25,43.0,0.0,0.0
site-b,2026-08-06T00:00:00Z,0.4446,0.0,16.43,7.17,6.69,22.25,43.9,0.0,0.0
site-b,2026-08-06T01:00:00Z,0.4447,0.0,15.19,7.13,6.86,22.35,40.3,0.0,0.0
site-b,2026-08-06T02:00:00Z,0.4449,0.0,14.67,7.12,6.81,22.31,41.6,0.0,0.0
site-b,2026-08-06T03:00:00Z,0.445,0.0,14.74,7.15,6.84,22.39,43.7,0.0,0.0
site-b,2026-08-06T04:00:00Z,0.4452,0.0,14.85,7.15,6.69,22.27,42.5,0.0,0.0
site-b,2026-08-06T05:00:00Z,0.4453,0.0,15.07,7.14,6.46,21.95,40.2,0.0,0.0
site-b,2026-08-06T06:00:00Z,0.4462,17.0516,16.15,7.43,9.45,17.44,42.8,199.5,0.0
site-b,2026-08-06T07:00:00Z,0.4476,28.6224,17.13,7.63,10.75,14.22,42.9,676.5,0.0
site-b,2026-08-06T08:00:00Z,0.4492,32.7526,18.64,7.64,11.49,13.79,42.0,1113.1,0.0
site-b,2026-08-06T09:00:00Z,0.451,37.5744,20.39,7.7,10.9,12.84,43.3,1483.1,0.0
site-b,2026-08-06T10:00:00Z,0.4529,39.0275,20.99,7.65,11.17,13.25,41.9,1764.4,0.0
site-b,2026-08-06T11:00:00Z,0.4547,37.435,22.82,7.61,10.31,13.76,43.2,1940.2,0.0
site-b,2026-08-06T12:00:00Z,0.4566,38.3071,24.36,7.62,10.84,14.17,40.3,2000.0,0.0
site-b,2026-08-06T13:00:00Z,0.4583,35.7894,24.84,7.64,10.78,13.38,42.0,1940.2,0.0
site-b,2026-08-06T14:00:00Z,0.4601,37.7187,25.59,7.69,11.3,12.76,43.6,1764.4,0.0
site-b,2026-08-06T15:00:00Z,0.4622,43.1826,25.5,7.72,11.18,13.14,43.0,1483.1,0.0
site-b,2026-08-06T16:00:00Z,0.464,37.5171,24.91,7.67,11.45,13.33,44.5,1113.1,0.0
site-b,2026-08-06T17:00:00Z,0.4658,35.4672,25.29,7.62,10.65,13.67,44.2,676.5,0.0
site-b,2026-08-06T18:00:00Z,0.4669,23.178,23.79,7.47,9.23,18.29,43.4,199.5,0.0
site-b,2026-08-06T19:00:00Z,0.4671,0.0,22.69,7.17,6.83,21.45,43.5,0.0,0.0
site-b,2026-08-06T20:00:00Z,0.4672,0.0,21.6,7.15,6.66,21.38,44.7,0.0,0.0
site-b,2026-08-06T21:00:00Z,0.4674,0.0,19.82,7.13,6.38,22.5,42.2,0.0,0.0
site-b,2026-08-06T22:00:00Z,0.4675,0.0,17.97,7.18,6.67,22.55,45.7,0.0,0.0
site-b,2026-08-06T23:00:00Z,0.4677,0.0,17.4,7.13,6.63,22.37,45.7,0.0,0.0
site-b,2026-08-07T00:00:00Z,0.4678,0.0,16.23,7.12,6.97,22.73,48.0,0.0,0.0
site-b,2026-08-07T01:00:00Z,0.468,0.0,15.41,7.15,6.71,22.54,43.6,0.0,0.0
site-b,2026-08-07T02:00:00Z,0.4681,0.0,14.63,7.15,7.07,21.67,43.6,0.0,0.0
site-b,2026-08-07T03:00:00Z,0.4683,0.0,14.54,7.18,6.93,21.89,40.8,0.0,0.0
site-b,2026-08-07T04:00:00Z,0.4684,0.0,14.64,7.18,6.54,21.52,42.6,0.0,0.0
site-b,2026-08-07T05:00:00Z,0.4686,0.0,15.67,7.14,6.76,23.22,44.9,0.0,0.0
site-b,2026-08-07T06:00:00Z,0.4694,15.3731,15.55,7.41,9.15,18.14,42.2,196.0,0.0
site-b,2026-08-07T07:00:00Z,0.4709,30.141,17.48,7.63,10.67,14.19,43.3,673.8,0.0
site-b,2026-08-07T08:00:00Z,0.4726,33.502,18.63,7.7,11.38,12.9,40.9,1111.1,0.0
site-b,2026-08-07T09:00:00Z,0.4744,37.147,19.52,7.7,11.31,12.45,43.6,1481.9,0.0
site-b,2026-08-07T10:00:00Z,0.4762,37.6715,21.43,7.68,11.27,13.4,43.5,1763.8,0.0
site-b,2026-08-07T11:00:00Z,0.4781,38.9756,22.56,7.64,10.73,13.88,41.8,1940.1,0.0
site-b,2026-08-07T12:00:00Z,0.4798,36.1292,23.89,7.62,10.35,13.82,44.1,2000.0,0.0
site-b,2026-08-07T13:00:00Z,0.4815,34.8482,24.78,7.67,11.0,13.82,46.4,1940.1,0.0
site-b,2026-08-07T14:00:00Z,0.4834,39.4144,24.76,7.67,10.86,12.82,46.2,1763.8,0.0
site-b,2026-08-07T15:00:00Z,0.4856,44.6504,25.2,7.69,11.59,12.27,41.6,1481.9,0.0
site-b,2026-08-07T16:00:00Z,0.4874,37.144,25.77,7.66,10.95,13.6,44.1,1111.1,0.0
site-b,2026-08-07T17:00:00Z,0.489,33.7878,24.75,7.59,10.44,14.28,43.5,673.8,0.0
site-b,2026-08-07T18:00:00Z,0.4902,21.8708,23.91,7.45,9.02,16.81,44.0,196.0,0.0
site-b,2026-08-07T19:00:00Z,0.4903,0.0,22.54,7.16,6.72,21.94,44.8,0.0,0.0
site-b,2026-08-07T20:00:00Z,0.4905,0.0,21.23,7.18,6.65,22.92,42.8,0.0,0.0
site-b,2026-08-07T21:00:00Z,0.4906,0.0,20.28,7.1,6.73,22.15,45.8,0.0,0.0
site-b,2026-08-07T22:00:00Z,0.4908,0.0,18.64,7.17,7.03,22.58,45.6,0.0,0.0
site-b,2026-08-07T23:00:00Z,0.491,0.0,17.49,7.18,6.88,22.2,45.2,0.0,0.0
site-b,2026-08-08T00:00:00Z,0.4911,0.0,16.15,7.13,6.89,21.83,44.8,0.0,0.0
site-b,2026-08-08T01:00:00Z,0.4913,0.0,15.34,7.18,6.59,21.51,44.2,0.0,0.0
site-b,2026-08-08T02:00:00Z,0.4914,0.0,14.83,7.18,6.76,22.42,45.0,0.0,0.0
site-b,2026-08-08T03:00:00Z,0.4916,0.0,14.23,7.14,6.84,22.96,45.0,0.0,0.0
site-b,2026-08-08T04:00:00Z,0.4917,0.0,14.88,7.15,6.73,21.84,46.5,0.0,0.0
site-b,2026-08-08T05:00:00Z,0.4919,0.0,15.94,7.14,6.86,22.63,45.2,0.0,0.0
site-b,2026-08-08T06:00:00Z,0.4928,15.8997,16.22,7.42,9.11,17.12,41.5,192.5,0.0
site-b,2026-08-08T07:00:00Z,0.4941,27.5029,17.06,7.65,10.52,13.35,45.3,671.0,0.0
site-b,2026-08-08T08:00:00Z,0.4959,36.6457,18.57,7.68,10.89,13.11,44.0,1109.2,0.0
site-b,2026-08-08T09:00:00Z,0.4979,40.7478,19.91,7.62,11.23,12.59,43.4,1480.7,0.0
site-b,2026-08-08T10:00:00Z,0.4997,36.3128,21.35,7.67,11.15,12.46,47.6,1763.3,0.0
site-b,2026-08-08T11:00:00Z,0.5013,34.2645,22.57,7.66,10.77,13.12,45.9,1939.9,0.0
site-b,2026-08-08T12:00:00Z,0.5031,35.05,24.17,7.63,10.45,13.74,45.6,2000.0,0.0
site-b,2026-08-08T13:00:00Z,0.5049,37.7682,24.86,7.65,10.73,13.95,45.2,1939.9,0.0
site-b,2026-08-08T14:00:00Z,0.5067,37.7953,24.82,7.69,11.17,12.12,45.3,1763.3,0.0
site-b,2026-08-08T15:00:00Z,0.5087,40.5027,25.42,7.67,11.14,12.57,44.9,1480.7,0.0
site-b,2026-08-08T16:00:00Z,0.5106,38.1077,25.16,7.68,10.83,13.38,44.0,1109.2,0.0
site-b,2026-08-08T17:00:00Z,0.5123,36.3808,24.88,7.64,10.67,14.33,44.9,671.0,0.0
site-b,2026-08-08T18:00:00Z,0.5134,20.7928,24.52,7.43,9.2,16.89,47.2,192.5,0.0
site-b,2026-08-08T19:00:00Z,0.5136,0.0,22.93,7.15,6.83,21.82,46.0,0.0,0.0
site-b,2026-08-08T20:00:00Z,0.5138,0.0,21.41,7.17,6.62,22.57,46.8,0.0,0.0
site-b,2026-08-08T21:00:00Z,0.5139,0.0,19.77,7.12,6.89,21.02,44.5,0.0,0.0
site-b,2026-08-08T22:00:00Z,0.5141,0.0,18.75,7.12,6.97,23.0,46.3,0.0,0.0
site-b,2026-08-08T23:00:00Z,0.5142,0.0,17.59,7.09,6.7,22.43,44.6,0.0,0.0
site-b,2026-08-09T00:00:00Z,0.5144,0.0,16.4,7.1,6.74,22.08,44.4,0.0,0.0
site-b,2026-08-09T01:00:00Z,0.5146,0.0,15.09,7.16,6.5,21.43,45.0,0.0,0.0
site-b,2026-08-09T02:00:00Z,0.5147,0.0,14.41,7.14,6.96,21.6,44.7,0.0,0.0
site-b,2026-08-09T03:00:00Z,0.5149,0.0,14.33,7.2,6.86,22.02,44.7,0.0,0.0
site-b,2026-08-09T04:00:00Z,0.5151,0.0,14.96,7.1,6.86,21.7,45.2,0.0,0.0
site-b,2026-08-09T05:00:00Z,0.5152,0.0,15.41,7.13,6.66,22.06,46.4,0.0,0.0
site-b,2026-08-09T06:00:00Z,0.5161,15.0351,15.9,7.46,9.28,17.02,45.5,189.0,0.0
site-b,2026-08-09T07:00:00Z,0.5176,30.5569,17.77,7.59,10.48,13.86,45.6,668.2,0.0
site-b,2026-08-09T08:00:00Z,0.5192,33.2753,18.78,7.67,10.95,12.01,47.4,1107.2,0.0
site-b,2026-08-09T09:00:00Z,0.5211,37.7592,19.75,7.7,11.24,12.55,46.4,1479.5,0.0
site-b,2026-08-09T10:00:00Z,0.5229,37.9264,21.35,7.66,11.17,13.12,43.6,1762.7,0.0
site-b,2026-08-09T11:00:00Z,0.5247,35.835,23.26,7.64,10.77,14.24,46.8,1939.8,0.0
site-b,2026-08-09T12:00:00Z,0.5263,32.2994,23.83,7.62,10.91,14.38,46.1,2000.0,0.0
site-b,2026-08-09T13:00:00Z,0.5279,33.2328,25.09,7.62,10.04,12.8,47.2,1939.8,0.0
site-b,2026-08-09T14:00:00Z,0.5298,38.5114,25.31,7.64,11.21,13.28,46.9,1762.7,0.0
site-b,2026-08-09T15:00:00Z,0.5318,41.232,25.12,7.77,11.17,12.39,48.0,1479.5,0.0
site-b,2026-08-09T16:00:00Z,0.5336,36.5124,25.47,7.7,10.83,13.5,43.2,1107.2,0.0
site-b,2026-08-09T17:00:00Z,0.5353,35.7877,24.71,7.67,10.68,14.45,46.4,668.2,0.0
site-b,2026-08-09T18:00:00Z,0.5365,22.0568,23.64,7.43,9.3,17.09,49.2,189.0,0.0
site-b,2026-08-09T19:00:00Z,0.5367,0.0,22.57,7.12,6.6,21.04,50.1,0.0,0.0
